sampling_method,profile,aux_var,partitioning,budget,run_id,theta_hat,theta_true,failures_obs,execution_time
SUPS,P0,PC,none,50,23,0.1423967778077578,0.1116504854368931,13,0.0002211672253906
SUPS,P0,PC,none,50,24,0.0562336794620574,0.1116504854368931,6,0.0001976247876882
SUPS,P0,PC,none,50,25,0.0992556164119915,0.1116504854368931,9,0.0001851669512689
SUPS,P0,PC,none,50,26,0.1291215542125513,0.1116504854368931,12,0.0001814169809222
SUPS,P0,PC,none,50,27,0.0971078469443436,0.1116504854368931,9,0.000181958079338
SUPS,P0,PC,none,50,28,0.1126619150577,0.1116504854368931,12,0.0001763328909873
SUPS,P0,PC,none,50,29,0.0595850789395413,0.1116504854368931,6,0.0001737498678267
SUPS,P0,PC,none,50,30,0.0935491210289338,0.1116504854368931,9,0.0001719580031931
SUPS,P0,PC,none,100,1,0.0746388854814074,0.1116504854368931,15,0.0001836656592786
SUPS,P0,PC,none,100,2,0.1447682032707842,0.1116504854368931,28,0.0001959167420864
SUPS,P0,PC,none,100,3,0.1057218852430411,0.1116504854368931,20,0.0001787496730685
SUPS,P0,PC,none,100,4,0.1208054819178046,0.1116504854368931,24,0.0001831669360399
SUPS,P0,PC,none,100,5,0.1135399943340597,0.1116504854368931,23,0.0001853331923484
SUPS,P0,PC,none,100,6,0.0938691447871055,0.1116504854368931,19,0.0001828749664127
SUPS,P0,PC,none,100,7,0.1176492566960341,0.1116504854368931,23,0.000179958064109
SUPS,P0,PC,none,100,8,0.1063436523787854,0.1116504854368931,21,0.0001846249215304
SUPS,P0,PC,none,100,9,0.1264085319847166,0.1116504854368931,23,0.0001809578388929
SUPS,P0,PC,none,100,10,0.1708196705316736,0.1116504854368931,30,0.0001808749511837
SUPS,P0,PC,none,100,11,0.1038736455642023,0.1116504854368931,21,0.0001770840026438
SUPS,P0,PC,none,100,12,0.1048675712494863,0.1116504854368931,21,0.0001794579438865
SUPS,P0,PC,none,100,13,0.1129391865299262,0.1116504854368931,22,0.0001808330416679
SUPS,P0,PC,none,100,14,0.1115581148831078,0.1116504854368931,22,0.0001787082292139
SUPS,P0,PC,none,100,15,0.083243276761454,0.1116504854368931,17,0.000179833266884
SUPS,P0,PC,none,100,16,0.1353381707184647,0.1116504854368931,26,0.000181125011295
SUPS,P0,PC,none,100,17,0.0859192720486163,0.1116504854368931,18,0.0001800833269953
SUPS,P0,PC,none,100,18,0.0709365773925502,0.1116504854368931,14,0.0001806253567337
SUPS,P0,PC,none,100,19,0.1056196317456659,0.1116504854368931,21,0.00018124980852
SUPS,P0,PC,none,100,20,0.0984565723600884,0.1116504854368931,20,0.0001803748309612
SUPS,P0,PC,none,100,21,0.0956754819594762,0.1116504854368931,19,0.0001850826665759
SUPS,P0,PC,none,100,22,0.0893314081929813,0.1116504854368931,18,0.0001794579438865
